FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
1931665,Capital City Fruit Co.,Food/Cosmetics,Class I,Terminated,"The product was distributed to IA, MO, NE, MN and WI.",No,Norwalk,Iowa,United States,2013-01-07,"The recalled cherry tomatoes are associated with the Rio Queen Citrus, Inc. recall received on November 12, 2012
and used in the packaging of certain lots of Capital Brand Clamshell Cherry tomatoes have the
potential to be contaminated with Salmonella.",Salmonella,"Cherry tomatoes packaged in 1 pint clear, plastic clamshells. The clamshells are packaged either 9/1-pint clamshells or 12/1-pint clamshells per case.",63750,Class I,114703
1813060,Dawn Food Products Inc.,Food/Cosmetics,Class II,Terminated,"Distribution Centers in GA, IL, Ca, TX,",No,Jackson,Michigan,United States,2013-01-07,Outer case of Sam's Artisan Fresh Miniature Candy Cookie contained  White Chocolate Macadamia Nut Cookie and separate labels matching the White Chocolate Macadamia Nut Cookies.,Others,"Sam's Club Artisan Fresh Miniature Candy Cookie Carton
 504 Count , 28.35 lb (12.89 kg)",63932,Class II,115068
3006469854,"Gourmet Cuisine, Inc.",Food/Cosmetics,Class I,Terminated,TX only,No,Mesquite,Texas,United States,2013-01-02,The potato in the potato soup is treated with sulfites.  Sulfites were not declared on the firm's product label.,Undeclared,"La Madeleine Potato Soup, 5 lb clear Cryovac pouches, 4 pouches per case.",63816,Class I,114826
3002580682,Cho Fuku Group (usa) Inc,Food/Cosmetics,Class II,Terminated,California and Washington,No,El Monte,California,United States,2013-01-02,CHO Fuku Group Inc. is recalling Sanh Yuan Preserved Plum Candy (Sweet and Sour Prune) because of unacceptable levels of lead.,Others,"Sanh Yuan Preserved Plum Candy (Sweet and Sour Prune), 5 oz (142g)",63802,Class II,114791
3009665798,"Fpg, Llc",Food/Cosmetics,Class II,Terminated,Nationwide,Yes,Lincolnshire,Illinois,United States,2013-01-02,The Cocoa~Latte Hot Drink Maker was manufactured with a small brass metal bushing in the liquid containing vessel that may leach lead.,Others,"Cocoa~Latte Hot Drink Maker; an electric hot drink mixer and dispenser with a 32 fl.oz. heating and mixing jar, twist and lock lid, ""perfect temperature"" feature, mixing paddle, and dripless faucet;  Focus Electrics, LLC, West Bend, WI 53095
",63700,Class II,114579
1222041,"Spence & Co., Ltd.",Food/Cosmetics,Class I,Terminated,"FL,NC, GA ,NJ, NY ,VA, OH, NV,OK,KY, TN, CO, IL, MA ,MO, RI,VT, NH ,ME, SC, IN, MI",No,Brockton,Massachusetts,United States,2012-12-21,Product contaminated with Listeria monocytogenes,Listeria,"Spence &amp;amp; Co  New York-Style  Nova Lox 4oz  , refrigerated
Spence &amp;amp; Co Smoked Salmon Trimmings, 2lb bulk (bag)",63658,Class I,114424
3004305063,Grand Products Inc.,Food/Cosmetics,Class I,Terminated,CA,No,City Of Industry,California,United States,2012-12-19,Grand Products is recalling Tak Shing Hong Dried Taiwan shrimp products due to undeclared sulfites.,Undeclared,"Tak Shing Hong Dried Taiwan Shrimp, all sizes",63848,Class I,114899
1521538,"Dauphin Holdings, Inc. DBA Arnolds Candies",Food/Cosmetics,Class II,Terminated,"Product was shipped to the following states: NY, OH & PA.",No,Akron,Ohio,United States,2012-12-19,"The firm was notified by the New York State Department of Agriculture & Marketing, that they failed to include the colors Yellow #5 and Blue #1 on their label.",Others,"Arnold's Candies  Handmade Since 1953 www.arnoldscandies.com Wintergreen Puffs***INGREDIENTS: Sugar, Cream of Tarter, Artificial Flavoring and Coloring WARNING: Manufactured in a facility that also handles peanuts NET WT 6 oz (170g) 0 73629 00308 0 931 High Grove Blvd Akron, OH 44312 Best By: 07/11/14(19)1 lot code 06282012",63881,Class II,114949
3002866187,Williams West & Witt's Products Company,Food/Cosmetics,Class II,Terminated,"USA including IN, IL, KY, MA, NY, WI",No,Michigan City,Indiana,United States,2012-12-19,"The ingredient label did not identify the source of butter and cream ingredient as milk, an allergen.  Consumers with a milk allergy run the risk of serious or life-threatening allergic reaction if they consume these products.",Others,"#122-A,  Piazza Produce Clam Base,  Net Weight 16 oz (1 lb) 454G Packed For:  Piazza Produce, Indianapolis, IN 46268:
#122-A,   Primarque Clam Base, Net Wt 16 oz (1 lb) 454 grams
Manufactured for Primarque Products Co. Worcester, MA 01610
#122-A, Clam Base, Cook's Delight Clam Base, Net WT.16 oz (1 pound)  and 50 Lb tub Packed By Integrative Flavors, Michigan City, Indiana  46360

",63801,Class II,114793
3006132998,MPI Fisheries Imports Inc.,Food/Cosmetics,Class II,Terminated,"Nationwide in the US: NJ, FL, TX, HI, KS, VA, CA, CO, NV",Yes,Vernon,California,United States,2012-12-14,Red Chamber is recalling Frozen Yellowfin Tuna Loin due to customer complaints with scromboid illnesses when consuming the products.,Others,"Frozen Yellowfin Tuna Loin 3/5, 30lbs/case.",63785,Class II,114767
3004299163,"Garden Fresh Salsa, Inc.",Food/Cosmetics,Class III,Terminated,"Michigan, Indiana, New Jersey,",No,Ferndale,Michigan,United States,2012-12-14,"Beginning 11/01/2012 Garden Fresh Gourmet recalled Garden Fresh Nacho Cheese Tortilla chips (exp 11/26/2012) because quality standards of ingredients used in the products were not met.

",Others,Garden Fresh Gourmet Nacho Cheese Tortilla Chips  14oz bags,63663,Class III,114568
3009838786,Ella's Kitchen,Food/Cosmetics,Class III,Terminated,Nationwide,Yes,Montclair,New Jersey,United States,2012-12-13,Cookies may contain mold.,Mold,"Ella's Kitchen yum yummy milk + vanilla baby cookies Net Wt.
3.8 oz (108 g) Ella's Daddy's Company Ella's Kitchen Inc.
Montclair, NJ 07042 UPC 845901000526 
packaged in a chipboard carton with 12 cookies per box",63620,Class III,114373
2000019731,"Berres Brothers, Inc.",Food/Cosmetics,Class I,Terminated,"AL, AK, AZ, AR, CA, CO, CT, FL, GA, IL, IN, IA, KS, KY, MD, MI, MN, MS,MO, MT, NE, NV, NH, NJ, NY, NC, ND, OH, OK, OR, PA, SC,SD, TN, TX, VA, WA, AW, WI, WY. 

OUS: GU, AE, CA",No,Watertown,Wisconsin,United States,2012-12-12,"Berres Brothers Coffee Roasters is recalling 3 flavors of regular and decaffeinated, ground and whole bean coffees because they contain undeclared walnut.  Chocolate & Peanut Butter, Monkey Mocha, and Lunch with Elvis",Undeclared,"Berres Brothers Coffee Roasters Chocolate & Peanut Butter regular whole bean coffee packaged in the following sizes: 12 oz. (340g) UPC 746774-003594 and 5 LB bulk, UPC 746774-00499.",63696,Class I,114555
1113484,"Baugher Enterprises, Incorporated",Food/Cosmetics,Class I,Terminated,"The product was sold to a distributor in MD and retailers in MD and the Gettysburg, PA area.",No,Westminster,Maryland,United States,2012-12-12,"An unpasteurized apple cider product is potentially linked to foodborne illnesses in cases confirmed with E. coli 0157:H7.
",E-Coli,"Baugher's Apple Cider, one gallon and half gallon plastic jugs, with plastic caps labeled in part ***Fresh*** Preservatives added-keep under refrigeration***. Jugs are labeled in part ***FDA Required Warning: This product has not been pasteurized and therefore may contain harmful bacteria that can cause serious illness in children, the elderly, and persons with weakened immune systems***.",57212,Class I,95609
3009806080,Lin-Mar Partners Inc,Food/Cosmetics,Class I,Terminated,TX only,No,Austin,Texas,United States,2012-12-12,"LIN-MAR PARTNERS, INC of Austin, Texas recalled two varieties of Longhorn Bars:  Roasted Peanut with Chocolate Energy Bars and Peanut Butter Trail Mix Protein Bars, because they have the potential to be contaminated with Salmonella, an organism which can cause serious and sometimes fatal infections in young children, frail or elderly people, and others with weakened immune systems.  Healthy person",Salmonella,"Longhorn Bar Roasted Peanut with Chocolate (1.23 oz), 144 units per case.  The bars are in packaging labeled as Longhorn Bars and have a picture of roasted peanuts and chocolate.",63472,Class I,113952
3002237130,Jagpreet Enterprises Inc.,Food/Cosmetics,Class I,Terminated,"IN, CA, TX, MN, GA, CO, WA",No,Hayward,California,United States,2012-12-05,A consumer complaint determined that some boxes of Red Curry and Vegetables were inadvertently packaged with Yellow Curry with Shrimp.,Others,"Sukhi's  Gourmet Indian Food;
Red Curry Vegetables; 9 oz. package.
Manufactured by  Jagpreet Enterprises dba Sukhi's Gourmet Indian Foods; Hayward, CA 94545 
",63770,Class I,114739
3006344908,Boulder Ice Cream,Food/Cosmetics,Class I,Terminated,"United States distribution including CT, NJ, NY, GA, NC, SC, AL, TN, ME, MA, RI, LA, TX, AK, OK, CA, AZ, NV, HI, OR, WA, CO, KS, NM, UT.",No,Boulder,Colorado,United States,2012-12-05,Products manufactured using peanut ingredients recall by Sunland due to potential Salmonella contamination.,Salmonella,"Organic Gelato Chocolate Peanut Butter, 5 liter, contained in plastic packaging, manufactured by Fresca Foods, CO.",63726,Class I,114641
3009849442,Hillshire Brands Company,Food/Cosmetics,Class I,Terminated,"Alabama, Arizona, California, Connecticut, Delaware, Florida, Georgia, Illinois, Indiana, Louisiana, Michigan, Minnesota, Mississippi, Nebraska, New Hampshire, New York, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, South Carolina, Tennessee, Texas, Utah, Vermont, Virginia and Wisconsin.",No,Downers Grove,Illinois,United States,2012-12-04,"The retail packages of Sara Lee Butter Streusel Coffee Cake with UPC #3210002342 and a Best By Date of 10/16/2013 actually contain Sara Lee Pecan Coffee Cake, resulting in the undeclared allergen - pecans.",Undeclared,"Sara Lee Butter Streusel Coffee Cake, Net Wt. 11.5 oz ; 8 cakes per 5.75 lb case; Distributed by Sara Lee Corp., Downers Grove, IL 60515 U.S.A.; UPC: 032100023429",63736,Class I,114681
3003088311,"Breedlove Foods, Inc.",Food/Cosmetics,Class I,Terminated,Product was exported to Columbia.,No,Lubbock,Texas,United States,2012-12-04,"The product has the potential to be contaminated with Salmonella.  The product was manufactured using peanut paste supplied by Sunland, Inc.",Salmonella,"Vitanut Pro IC, 50 g",63421,Class I,113729
3006971824,"Beachside Produce, LLC",Food/Cosmetics,Class II,Terminated,CA and NJ,No,Guadalupe,California,United States,2012-12-04,Beachside Produce is recalling iced broccoli crownds due to the potential of having hydraulic fluid onto the ice that cooled the product.,Others,"Iced Broccoli crown, 20lbs.",63762,Class II,114724
3003624292,Omya Inc,Food/Cosmetics,Class I,Terminated,"Nationwide in the US:  TX, MN, CA, LA, IL, AZ and Worldwide to Mexico.",Yes,Superior,Arizona,United States,2012-11-30,"Omya Inc. is voluntarily recalling certain lots of food grade ground limestone products processed at its Superior, Arizona plant because of the possible presence of Salmonella.",Salmonella,"Ground limestone also known as calcium carbonate. Omya's food grade ground limestone products. All bulk with no product labeling. 

Product	                    Container Size
Omya-Cal FG-10 AZ	50 lb. bags
                                           2500 lb. bulk bags
                                           2000 lb. bulk bags

Omya-Cal FG-4 AZ	50 lb. bags
                                           
Omya-Cal FG-15 AZ	2500 lb. bulk bags
",63648,Class I,114414
3004734978,"BumbleBar, Inc.",Food/Cosmetics,Class I,Terminated,"Products are distributed nationwide and to Hong Kong, Jordan.",Yes,Spokane Valley,Washington,United States,2012-11-27,"Gluten Free Cafe Cinnamon Sesame Bar is recalled due to the potential to be contaminated with Salmonella.   The recalled Roasted peanuts from Sunland Inc., were used as ingredients in this product.",Salmonella,"Gluten Free Cafe Cinnamon Sesame Bar.  The Retail Carton has a UPC 70795-03451 and the Individual Bar has a UPC 70795-03551.

The product is labeled in parts: ""***Cinnamon Sesame Bars With Flax Seeds & Roasted Peanuts***gluten free cafe***NET WT .95 OZ (27g); myglutenfreecafe.com; glutenfreechoices.com",63542,Class I,114178
3004358192,"Ernimich, Inc. (dba Nina International, Inc.)",Food/Cosmetics,Class I,Terminated,"The products were sold in Virginia, Maryland and Washington, D.C.",No,Hyattsville,Maryland,United States,2012-11-27,Food may be contaminated with Salmonella.,Salmonella,"Ground Hot Pepper Chillies, 5 oz. plastic jars, 24 jars/case; jars labeled in part ***Imported and distributed by Nina International Inc., P.O. Box 2176, Hyattsville, MD 20784***Product of Ghana***",63720,Class I,114612
3003952839,"Vitality Foodservice, Inc",Food/Cosmetics,Class II,Terminated,Distributed to CA.,No,Tampa,Florida,United States,2012-11-27,Nestle Professional Vitality initiated a recall on 10/9/12 of their Nestle COFFEE-MATE Original Liquid Creamer Singles due to a manufacturing error that causes the creamer to become acidic.,Others,"Nestle Coffee-Mate Coffee Creamer, Original Flavor, packaged as 3/8 fl oz single serve tubs.50 single serve tubs are packaged in a self dispensing fiberboard box. Four fiberboard boxes are packaged in a case.",63498,Class II,114062
1381509,Quality Dairy Farms Inc.,Food/Cosmetics,Class II,Terminated,Upstate New York,No,Boonville,New York,United States,2012-11-23,The ice cream product contained soy lecithin (the ingredient statement listed lecithin only).,Others,"Mercer's Ice Cream Old Fashioned Cookie Dough, Half Gallon,  (1.89 Liter), UPC 036667 200231",60965,Class II,106905
3011147445,ED Produce,Food/Cosmetics,Class I,Terminated,CA,No,Los Angeles,California,United States,2012-11-21,Ed Produce is recalling grape tomatoes because they may be contaminated with Salmonella.,Salmonella,"Grape Tomatoes, 199 cartons x 12 packages x 1 pint.",63611,Class I,114361
2112908,"Schoep's Ice Cream Co, Inc",Food/Cosmetics,Class II,Terminated,"retail stores in KY, TN, and VA only",No,Madison,Wisconsin,United States,2012-11-21,Packaging error.  Toasted Butter Pecan ice cream was packaged in a container labeled as Vanilla Bean.  However the lid on the package did state Toasted Butter Pecan.,Others,"Tub labeled as Kay's Classic Vanilla Bean ice Cream.  UPC 87848-13021, 1.5 Quarts (1.42L).  Lid labeled as Kay's Classic Toasted Butter Pecan ice cream",63588,Class II,114266
3009846680,"Cracker Industries, LLC",Food/Cosmetics,Class II,Terminated,Shipped to one customer in FL,No,Bradenton,Florida,United States,2012-11-19,"Cracker Industries, LLC dba Beagle Bay Organics recalled their Raw Sauerkraut, Kimchi due to a bolt that was found missing from the rotation mixer.",Others,"Beagle Bay Organics Brand Raw Sauerkraut, Kimchi Net. Wt. 16 oz (416g). Product is stored/distributed under refrigeration and is intended to be eaten raw as a condiment. Beagle Bay Organics, 4501 Manatee Ave W # 105, Bradenton, FL 34209",63664,Class II,114435
1523076,The Dannon Company Inc,Food/Cosmetics,Class II,Terminated,21 US states and Puerto Rico,No,Minster,Ohio,United States,2012-11-16,Not labeled correctly,Others,"Dannon Activia LIGHT Nonfat Yogurt Peach Flavor,
Each unit 4-pack of 4-oz cups/6, 4-count pack to a case (24 cups/case)
UPC 3663202633",63482,Class II,114085
1782987,Charter Baking Company,Food/Cosmetics,Class II,Terminated,Nationally and global including Cuba and Puerto Rico.,No,Boulder,Colorado,United States,2012-11-16,Rudi's Organic Bakery is voluntarily recalling select packages of Rudi's Organic Bakery bread loaves due to the possible presence of small metal objects.,Others,"Rudi's Organic Bakery, Colorado Cracked Wheat, 22 oz, UPC 031493-54373-6, packed in flexible plastic bags. Labeling is tan, yellow, white, maroon, and orange with white, black, green, maroon, and orange print writing.",63517,Class II,114116
3006695685,"Henke Foods, LLC.",Food/Cosmetics,Class I,Terminated,"MN, CA, FL, WA, IL, AK, MA.",No,Minneapolis,Minnesota,United States,2012-11-14,The product has the potential to be contaminated with Salmonella.,Salmonella,"Peanut Butter Pave, UPC code 693868102117 & 69386905312, in the following sizes: 
1) 5 Piece Peanut Butter Pave, 63 Grams per pack, 12 Packs per case.
2) 2 Piece Peanut Butter Pave, 26 Grams per pack, 10 Packs per case.
3) Bulk Peanut Butter Pave, 415 Grams per pack.",63582,Class I,114254
3005674613,Paradise Tomato Kitchens,Food/Cosmetics,Class II,Terminated,Various states,No,Louisville,Kentucky,United States,2012-11-14,The ingredient statement does not declare milk as the source of the butter on the label.,Undeclared,"Mazzio's Marinara Sauce, 6.65-lb pouch, 6 pouches per case
Pouches are packed in cardboard box for shipment
",63508,Class II,114086
1521178,Toft Dairy Inc,Food/Cosmetics,Class I,Terminated,"3 Distributors
211 Retailers",No,Sandusky,Ohio,United States,2012-11-13,Product was manufactured using an ingredient that was recalled due to Salmonella contamination.,Salmonella,"Prime Time brand Buckeye Bites Ice Cream in a paper carton 
48 oz containers and 3 gallon tubs",63489,Class I,114006
1610597,Dean Foods Company,Food/Cosmetics,Class I,Terminated,"Sold by retailers in AZ, CA, CO, ID, MT, ND, NV, OR, UT, WA, and WY.",No,Dallas,Texas,United States,2012-11-13,Product was manufactured using an ingredient that was recalled due to Salmonella contamination.,Salmonella,"Albertsons Peanut Butter Cup Ice Cream, 1.5 QTS (1.42 L)(vanilla ice cream with peanut butter cup pieces, fudge and peanut butter swirls)",63480,Class I,113970
1215413,"Bucks Spumoni Co., Inc.",Food/Cosmetics,Class I,Terminated,"CT, NY and NJ",No,Milford,Connecticut,United States,2012-11-09,Ice Cream manufactured with Sunland recalled peanut butter has the potential to be contaminated with salmonella,Salmonella,"Iskream brand Peanut Butter and Jelly  No Sugar Added, reduced fat, packaged in  Pint (retail)  an 2.5 gallon bulk cartons",63477,Class I,113967
2914473,"Sconza Candy Company, Inc.",Food/Cosmetics,Class I,Terminated,"Product was only sold to one customer, Chris Candies, 1557 Spring Garden Avenue Pittsburg, PA 15212",No,Oakdale,California,United States,2012-11-09,Sconza Candy Company is recalling organic toffee peanuts that were manufactured with peanuts from Sunland which are under recall because of the possibility of Salmonella contamination.,Salmonella,"Organic Toffee Peanuts;Bulk packaging - 20 pound cases;
Ingredients: Organic Peanuts, Organic Sugar, Salt.",63452,Class I,113919
3009241326,Advance Pierre                                    N,Food/Cosmetics,Class I,Terminated,U.S. Nationwide,Yes,Wooster,Ohio,United States,2012-11-09,"Products were manufactured with peanut butter products recalled by Sunland, Inc. found to be contaminated with Salmonella.",Salmonella,"Pierre Peanut Butter & Grape Jelly on White Bread, 2.80oz, AdvancePierre Foods, Inc., 9990 Princeton Glendale Road, Cincinnati, OH 45246.",63448,Class I,113878
2910055,American Licorice Co,Food/Cosmetics,Class II,Terminated,Nationwide distribution.,Yes,Union City,California,United States,2012-11-09,Firm's internal sampling of the product found elevated levels of lead in the product.,Others,"American Vines band Natural Vines Black Soft Licorice Twists; 

All Natural Ingredients, 8 oz (226g), No Preservatives,  Product is processed and packaged by American Licorice Company, Union City, CA;



Displays and Pallets info: 

----6 ct. Case, Item: #8483, Case UPC: 00-41364 08483-8;

----12 ct. Case, 
Item: 	    	     	                   #8481, 
Case UPC:                    100-41364 08481-4;

----36/8oz Combo Floor Display (Black Only),
Item: 				     #8484, 
Item UPC:	                  041364084817,
Case UPC: 	          100-41364 08484-5;


----18/8oz Combo Wing Display (Black Only),
Item: 				    #8485,
Item UPC: 		   041364084817,
Case UPC: 	           100-41364 08485-2
",63357,Class II,113565
3017767,Taco Loco Products Inc,Food/Cosmetics,Class II,Terminated,Product distributed to retail stores in Alaska only,No,Anchorage,Alaska,United States,2012-11-09,Product manufactured using cooking spray which contains soy oil and soy was not declared on the label.,Undeclared,Salmon Wrap.  Two wraps per package.  Net Wt 8 oz,63419,Class II,113728
1000160719,Energy Club Inc,Food/Cosmetics,Class I,Terminated,nationwide in the US,Yes,Pacoima,California,United States,2012-11-08,"Trifecta Foods, LLC in Pacoima, CA is voluntarily recalling products containing In-Shell Roasted Salted and Unsalted Peanuts supplied to Trifecta Foods by Sunland, Inc. because they may be contaminated with Salmonella.",Salmonella,"Peanuts in Shell, R&S, 8oz, Item#304, 12pk/case, UPC 070334003046.
Peanuts in Shell, R&S, 8oz, Item#304P, 12pk/case, UPC 170334003046.
Peanuts in Shell, R&S, 8oz, Item#307, 36pk/case, UPC 070334003046.
Peanuts in Shell, R&S, 16oz, Item#317, 24pk/case, UPC 070334003176.
Peanuts in Shell, R&S Clip Strips, Item#327, 8oz, 4/12 pk/case, UPC 070334003046.
Peanuts in Shell, R&S, 4.5oz, Item#334, 12pk/case, UPC 070334003305.
Peanuts in Shell, R&S, Display Ready, 8oz, Item#360, 12pk/case, UPC 070334003046.
Peanuts in Shell, R&S, 3lbs, Item#383, 8pk/case, UPC 070334003831.
Peanuts in Shell, R&S, 3lbs, Item#530, 60pk/case, UPC 170334005309.
Peanuts in Shell, R&S, 3lbs, Item#530V, 60pk/case, UPC 070334005309.
Peanuts in Shell, R&S, 3lbs, Item#530VP, 60pk/case, UPC 070334005309.
Peanuts in Shell, R&S, 7.5lbs, Item#1950, 24pk/case, UPC 052679019500.",63487,Class I,114002
1000071140,Pennsylvania State University  Berkey Creamery,Food/Cosmetics,Class II,Terminated,On site retail salesroom and internet customers,No,Penn St Univ,Pennsylvania,United States,2012-11-08,"Erring on the side of caution and safety for the consuming public, the University Creamery at Penn State is voluntarily recalling all ice cream and frozen yogurt made between May 16, 2012 and August 11, 2012 because of isolated incidents involving reports of small plastic foreign objects in the product.",Others,"Penn State Creamery/Berkey Creamery Ice Cream -- Black Raspberry flavor; 3 gallon (paper), 1/2 gallon (paper) and pints (plastic)",63447,Class II,113798
3009579440,Danielle Livolsi Jagrma,Food/Cosmetics,Class I,Terminated,CA & NH,No,San Diego,California,United States,2012-11-07,"JagRma LLC is recalling NuttZo Original Nut and Seed Butter because it may be contaminated with Salmonella.  The affected products contain a peanut butter ingredient supplied by Sunland, Inc who is recalling due to Salmonella.",Salmonella,"Organic NuttZo Omega-3 SEVEN Nut & Seed Butter, Net Wt. 16 oz (1lb) 454 g, UPC  894697002030.",63437,Class I,113770
3003833335,"Honolulu Baking Company, Ltd.",Food/Cosmetics,Class I,Terminated,HI distribution only on island of Oahu.,No,Honolulu,Hawaii,United States,2012-11-07,"Firm used recalled 0.5 oz., single serve squeeze packs of Honey Peanut Butter in their Starbucks Brand Protein Bistro Packs which have been implicated in the Sunland Inc recall.",Others,"Starbucks brand Protein Bistro Box.
cage free egg, white cheddar cheese, multigrain muesli bread, apple slices, red grapes and peanut butter packet.
Net weight: 6.8 oz. 

Starbucks Bistro box UPC 762111881502; Justin's honey Peanut Butter blend UPC 894455000391.
Honolulu Baking Co.
Honolulu, HI 96813",63519,Class I,114121
3020836,The Nut Factory Inc.,Food/Cosmetics,Class I,Terminated,Product was distributed in Washington state. There are no Canadian consignees.,No,Spokane Valley,Washington,United States,2012-11-07,"Fiesta Mix product is recalled due to undeclared soy, milk, wheat, and FD& C Yellow #6 on finished product label.",Undeclared,"Fiesta Mix 25 pound bags, with UPC 032491208597. 

The product is labeled in part: ""***Fiesta Mix A Blend of the Sweet Crunchy and Salty Ingredient: Peanuts, honey, chili bits, corn, goldfish, nacho flavoring, vegetable oil, salt. *** 25 pounds (11.34 kg) net weight *** The Nut Factory 19425 East Broadway Avenue Greenacress, WA 99016***"".",63501,Class I,114065
3005589775,Jamba Juice,Food/Cosmetics,Class I,Terminated,Products were released for distribution in US.,No,Emeryville,California,United States,2012-11-07,The products were manufactured using peanut butter recalled by Sunland Inc. because it may be contaminated with Salmonella.,Salmonella,"Jamba Juice brand Peanut Butter Moo'd Smoothie; All sizes (small, medium, large); A Blend Of: Nonfat Vanilla Yogurt (Contains Milk), Chocolate Moo'd Base (Contains Milk), Soymilk (Contains Soy), Ice, Bananas, Peanut Butter (Contains Peanuts); The product is processed and packaged by Jamba Juice Co.",63346,Class I,113545
3004345651,Williams and Company Inc dba The Nut Shop,Food/Cosmetics,Class I,Terminated,AL and MS,No,Tuscaloosa,Alabama,United States,2012-11-06,Product manufactured using peanuts which were recalled by Sunland.,Others,"The Nut Shop (brand) Roasted Peanuts, 3.0 oz MIN Wt.",63587,Class I,114264
3003877994,Hannaford Bros.,Food/Cosmetics,Class I,Terminated,"New York, Maine, New Hampshire, Massachusetts and Vermont",No,Scarborough,Maine,United States,2012-11-06,"Product labels fails to declare allergens: egg, milk, peanuts, wheat, soy and tree nuts",Undeclared,"Hannaford Red Velvet Cake Truffle, 6 count
UPC #20335800000",63441,Class I,113777
3003462943,"Creative Energy Foods, Inc. LLC",Food/Cosmetics,Class I,Terminated,Product was only sold on the internet.,No,Oakland,California,United States,2012-11-06,"Creative Energy Foods manufactured nutrition bars with peanuts from Sunland, Inc which are under recall for the potential to be contaminated with salmonella.",Salmonella,"Ridgebar Peanut Butter Crunch, 40 grams",63453,Class I,113927
3009823980,"Southern Belle, Inc.",Food/Cosmetics,Class I,Terminated,TN,No,Murfreesboro,Tennessee,United States,2012-11-06,Products were manufactured using peanuts recalled by Sunland,Others,"Peanut brittle, 2 lbs packaged in plastic bags (bulk product)",63534,Class I,114156
3009803492,"Think Thin, LLC",Food/Cosmetics,Class I,Terminated,US states nationwide. No international distribution.,Yes,Ventura,California,United States,2012-11-06,"The firm inititated the recall of Crunch¿ thinkThin nutrition bars which may contain blanched roasted peanuts supplied by Sunland , Inc and have the potential to be contaminated with Salmonella.",Salmonella,"Nutrition bar. Crunch¿ thinkThin Brand, Mixed Nuts, 40 grams. Packaged in plastic, labeled as:""Distributed by thinkproducts***Ventura, CA 93003***"".

10 bars/carton, 12 cartons/case. 120 bars per case",63473,Class I,113953
3009801265,PureFit Inc,Food/Cosmetics,Class I,Terminated,"Nationwide in the US and worldwide:
Australia, Canada, Norway, New Zealand, Ireland, and United Kingdom.",Yes,Irvine,California,United States,2012-11-05,"PureFit is recalling PureFit Peanut Butter Crunch Bars because of possible Salmonella.  The peanut butter in the crunch bars was supplied by Sunland Inc., and it is on recall because it may be contaminated with Salmonella.",Salmonella,"PureFit Peanut Butter Bars, size 2 oz (56.7g) and box of 15 bars in 1 box/carton.

UPC 812787001008, 812787002005",63438,Class I,113771
3005094890,Bliss Unlimited,Food/Cosmetics,Class I,Terminated,"Product was distributed to California,  Illinois, New Hampshire, New York, Washington, and Wisconsin.",No,Eugene,Oregon,United States,2012-11-05,"Luna & Larry's Coconut Bliss Chocolate Peanut Butter Non-Dairy Frozen Dessert is recalled because it has the potential to be contaminated with Salmonella.  The peanut butter used in the product is supplied and recalled by Sunland, Inc.",Salmonella,"Chocolate Peanut Butter Non-Dairy Frozen Dessert is sold under brand Luna & Larry's Organic Coconut Bliss.  It is packaged in One Pint (473ml) StanPac paperboard container, 8 cups per case.  The UPC code 8 96767 00121 9.

The product is labeled in parts: ""***CHOCOLATE PEANUT BUTTER NON-DAIRY FROZEN DESSERT***Luna & Larry's ORGANIC COCONUT BLISS***1 PINT 473mL***"".",63413,Class I,113715
3007960414,Clemmy's LLC,Food/Cosmetics,Class I,Terminated,"US States: CA, WA, NC, DE, HI, MN, OH, NH, NY, and IL.

No international distribution.",No,Rancho Mirage,California,United States,2012-11-05,"Clemmy's Ice Cream of Rancho Mirage, CA is initiating a voluntary recall of Peanut Butter Chocolate Chip 16 ounce containers of ice cream that contains peanut butter associated with the Sunland, Inc., recall.  The peanut butter used in this product has the potential to be contaminated with Salmonella.",Salmonella,"Clemmy's Brand Peanut Butter Chocolate Chip Ice Cream, Pint Size, 16 OZ (437mL), UPC 8 94509 00231 9. Labeling reads in part: ""CLEMMY'S RICH AND CREAMY PEANUT BUTTER CHOCOLATE CHIP*** 100% SUGAR FREE LACTOSE FREE GLUTEN FREE, 16 OZ (473mL)***DIST BY: Clemmy's Ice Cream P.O.Box 1746, Rancho Mirage, CA 92270**"".

8pints per case.",63408,Class I,113703
2000033011,"Dale & Thomas Popcorn, LLC",Food/Cosmetics,Class II,Terminated,"Nationwide, Canada",Yes,Englewood,New Jersey,United States,2012-11-01,"Various flavors of popcorn were manufactured on a conveyor belt which tested positive for L. mono.
This recall was expanded to the consumer level once L. mono was confirmed in finished product.",Listeria,"Popcorn Indiana Aged White Cheddar Popcorn 0.8 oz - UPC 843571004233
3.5 oz- UPC 843571000532
8 oz- UPC 843571000785
8.3 oz - UPC 843571002956
9 oz - UPC843571000785

Popcorn, Indiana LLC 1 Cedar Lane, Englewood, NJ 07631 Made in the USA 


",63303,Class II,113446
